05:19:53,61C,6444,APPROACHING
05:41:05,61B,6249,APPROACHING
05:51:19,61C,6253,APPROACHING
06:01:54,61A,6355,APPROACHING
06:10:01,61D,6342,APPROACHING
06:15:44,61B,6443,APPROACHING
06:23:09,67,6056,2 MIN
06:25:41,61C,6358,APPROACHING
06:34:56,61A,6435,APPROACHING
06:37:29,69,6469,Less than 2 MIN
06:38:50,61D,6336,APPROACHING
06:49:48,61B,6038,APPROACHING
06:52:40,61C,3308,APPROACHING
06:59:45,67,6260,APPROACHING
07:07:21,61A,6042,APPROACHING
07:15:57,61D,5647,APPROACHING
07:16:07,69,6048,APPROACHING
07:23:02,61B,3312,APPROACHING
07:28:45,61C,3310,APPROACHING
07:29:16,61A,3316,APPROACHING
07:30:57,67,6154,APPROACHING
07:41:53,61D,6437,Less than 2 MIN
07:41:53,61B,6112,Less than 2 MIN
07:41:53,61C,3315,APPROACHING
07:46:26,61A,6129,APPROACHING
07:54:51,61D,5642,APPROACHING
08:03:06,61B,3314,APPROACHING
08:03:06,61C,6444,Less than 2 MIN
08:09:20,61A,6249,Less than 2 MIN
08:09:41,67,6463,Less than 2 MIN
08:11:01,61B,6131,Less than 2 MIN
08:11:12,61D,5548,APPROACHING
08:14:13,61C,5502,APPROACHING
08:21:59,61A,6115,APPROACHING
08:24:51,61D,6120,Less than 2 MIN
08:27:33,69,6058,APPROACHING
08:27:43,61C,6253,APPROACHING
08:36:00,61B,6355,Less than 2 MIN
08:37:31,61A,6244,Less than 2 MIN
08:38:01,67,5578,APPROACHING
08:41:23,61D,6233,APPROACHING
08:48:28,61A,6443,APPROACHING
08:54:31,61C,3311,APPROACHING
08:54:42,61B,6041,APPROACHING
08:56:43,61D,6336,Less than 2 MIN
08:57:33,69,5664,APPROACHING
09:07:51,67,5721,APPROACHING
09:08:11,61C,6358,APPROACHING
09:11:33,61A,6252,APPROACHING
09:20:49,61D,6338,Less than 2 MIN
09:23:41,61C,5563,APPROACHING
09:23:51,61B,6435,Less than 2 MIN
09:23:51,61A,6038,APPROACHING
09:26:33,61D,5615,APPROACHING
09:30:05,61C,3308,APPROACHING
09:34:28,61A,5646,APPROACHING
09:38:12,69,5624,APPROACHING
09:40:03,61D,5922,APPROACHING
09:43:05,61B,6042,APPROACHING
09:51:41,61A,3312,Less than 2 MIN
09:53:22,61C,3245,APPROACHING
09:53:22,61B,5539,Less than 2 MIN
09:56:24,61D,6437,APPROACHING
09:58:55,67,6159,APPROACHING
10:00:26,61A,6112,Less than 2 MIN
10:01:27,61B,3316,APPROACHING
10:04:28,61D,3252,Less than 2 MIN
10:04:39,61C,3244,APPROACHING
10:12:13,61C,3315,APPROACHING
10:15:55,61A,3314,APPROACHING
10:17:56,61B,6129,APPROACHING
10:26:41,61D,6347,Less than 2 MIN
10:26:51,61B,6131,APPROACHING
10:44:44,61C,3313,APPROACHING
10:47:25,61A,6446,APPROACHING
10:50:27,69,6141,APPROACHING
10:55:53,61D,6357,APPROACHING
11:04:21,61B,6115,APPROACHING
11:08:14,67,6469,APPROACHING
11:17:19,61C,3204,APPROACHING
11:17:40,61D,3250,APPROACHING
11:18:40,61A,6041,APPROACHING
11:21:22,61B,6244,Less than 2 MIN
11:22:53,61A,5564,Less than 2 MIN
