05:29:10,61C,6337,APPROACHING
05:37:31,61B,6354,APPROACHING
05:55:14,61C,6040,APPROACHING
06:00:45,69,6140,Less than 2 MIN
06:01:05,61A,6031,APPROACHING
06:17:58,61D,6029,APPROACHING
06:17:58,61B,6127,Less than 2 MIN
06:19:38,67,6137,APPROACHING
06:24:30,61C,6246,APPROACHING
06:33:13,61A,6129,APPROACHING
06:38:44,61D,6355,Less than 2 MIN
06:39:14,69,6157,APPROACHING
06:51:56,61B,5926,APPROACHING
07:05:09,61C,3252,APPROACHING
07:06:39,61A,6133,APPROACHING
07:06:59,67,6363,APPROACHING
07:12:40,61D,5924,APPROACHING
07:14:42,69,6368,APPROACHING
07:25:14,61B,3204,APPROACHING
07:27:04,61C,6357,Less than 2 MIN
07:29:34,61A,3314,APPROACHING
07:31:45,67,6369,APPROACHING
07:35:35,61D,5405,APPROACHING
07:39:26,61B,6242,Less than 2 MIN
07:39:36,61C,3250,APPROACHING
07:46:07,61A,5654,APPROACHING
07:48:28,61D,6250,APPROACHING
07:52:58,61B,3249,APPROACHING
07:54:39,61C,6337,APPROACHING
08:01:20,61A,6354,Less than 2 MIN
08:03:30,61D,3306,APPROACHING
08:05:21,67,5935,APPROACHING
08:12:22,61B,6351,Less than 2 MIN
08:13:02,61C,5618,Less than 2 MIN
08:14:33,61A,3315,APPROACHING
08:20:54,69,5535,APPROACHING
08:21:14,61B,6031,Less than 2 MIN
08:22:44,61D,5816,APPROACHING
08:26:55,61C,6040,APPROACHING
08:38:07,67,6143,APPROACHING
08:42:18,61B,3311,APPROACHING
08:44:19,61D,6134,APPROACHING
08:46:19,61C,3200,APPROACHING
08:55:22,61D,6355,Less than 2 MIN
08:55:32,61A,6127,APPROACHING
09:04:14,61C,6246,APPROACHING
09:07:55,61B,6129,APPROACHING
09:08:25,67,5824,APPROACHING
09:12:26,61D,6041,APPROACHING
09:12:26,61A,6348,Less than 2 MIN
09:20:37,61A,5926,Less than 2 MIN
09:21:07,61D,5932,Less than 2 MIN
09:22:58,61C,5432,APPROACHING
09:25:18,61B,6126,APPROACHING
09:33:30,61C,3252,APPROACHING
09:33:30,61B,6133,Less than 2 MIN
09:33:50,61A,5651,APPROACHING
09:35:30,69,6157,APPROACHING
09:40:11,61C,3243,Less than 2 MIN
09:42:32,61D,3202,APPROACHING
09:50:34,61B,5658,APPROACHING
09:51:04,61D,6118,APPROACHING
