05:25:07,61C,6442,APPROACHING
05:36:03,61B,6525,APPROACHING
05:56:57,61C,6444,APPROACHING
06:08:23,61B,6443,APPROACHING
06:24:11,61C,6351,APPROACHING
06:31:45,61A,6448,APPROACHING
06:45:56,61B,6432,APPROACHING
06:52:39,61C,6341,APPROACHING
07:03:35,61A,6541,APPROACHING
07:14:41,67,6449,APPROACHING
07:17:22,61B,6350,APPROACHING
07:27:07,61C,6442,APPROACHING
07:34:21,61A,6525,APPROACHING
07:37:53,61D,6340,APPROACHING
07:49:09,61B,6335,APPROACHING
07:57:44,61C,6034,APPROACHING
08:00:55,61A,6443,APPROACHING
08:11:31,61D,6348,Less than 2 MIN
08:11:51,67,6145,APPROACHING
08:17:35,61B,6531,APPROACHING
08:24:18,61C,6351,APPROACHING
08:33:03,61A,6524,APPROACHING
08:43:18,61D,6532,APPROACHING
08:47:41,61B,6448,APPROACHING
08:52:54,61C,6341,APPROACHING
09:02:30,61A,6432,APPROACHING
09:09:44,61D,6333,APPROACHING
09:17:48,61B,6541,APPROACHING
09:21:20,67,6543,APPROACHING
09:27:13,61C,6444,APPROACHING
09:30:35,61A,6350,APPROACHING
09:41:00,61D,6336,APPROACHING
09:49:35,61B,6335,APPROACHING
09:57:29,61C,6528,APPROACHING
10:03:03,61A,6446,APPROACHING
10:10:37,61D,6357,APPROACHING
10:13:48,67,6449,APPROACHING
10:17:20,61B,6531,APPROACHING
10:29:17,61C,6034,APPROACHING
10:36:00,61A,6527,APPROACHING
10:41:54,61D,6532,APPROACHING
10:45:06,61B,6524,APPROACHING
10:55:02,61C,6343,APPROACHING
11:06:39,61A,6342,APPROACHING
11:12:53,61D,6530,APPROACHING
11:13:04,67,6145,APPROACHING
11:16:26,61B,6436,APPROACHING
11:28:02,61C,6355,APPROACHING
11:35:47,61A,6353,APPROACHING
11:37:58,61D,6347,APPROACHING
11:46:23,61B,6135,APPROACHING
11:59:53,61C,6444,APPROACHING
12:05:37,61A,6345,APPROACHING
12:11:41,61D,6341,APPROACHING
12:14:34,67,6543,APPROACHING
12:18:06,61B,6446,APPROACHING
12:24:41,61C,6528,APPROACHING
12:25:32,61A,6333,4 MIN
12:30:14,61A,6534,APPROACHING
12:35:08,61D,6443,APPROACHING
12:39:51,61B,6441,APPROACHING
12:42:43,61C,6432,APPROACHING
12:46:46,61A,6356,APPROACHING
12:54:12,61D,6336,APPROACHING
12:59:47,61B,6233,APPROACHING
13:02:08,61C,6348,APPROACHING
13:10:55,61D,6428,APPROACHING
13:12:46,61A,6527,APPROACHING
13:13:07,67,6553,APPROACHING
13:18:10,61B,6342,APPROACHING
13:24:25,61C,6343,APPROACHING
13:29:28,61A,6533,APPROACHING
13:34:41,61D,6347,APPROACHING
13:39:26,61B,6532,APPROACHING
13:48:11,61A,6436,APPROACHING
13:53:25,61D,6535,APPROACHING
13:58:09,61B,6135,APPROACHING
14:13:11,61A,6353,Less than 2 MIN
14:13:31,61D,6341,APPROACHING
14:15:22,67,6449,APPROACHING
14:18:35,61C,6355,Less than 2 MIN
14:20:06,61B,6345,APPROACHING
14:22:38,61C,6437,APPROACHING
14:31:34,61A,6530,Less than 2 MIN
14:32:34,61D,6340,APPROACHING
14:44:52,61C,6251,APPROACHING
14:45:13,61B,6539,APPROACHING
14:48:35,61A,6445,APPROACHING
14:52:39,61D,6336,APPROACHING
14:58:13,61B,6441,APPROACHING
15:03:07,61C,6444,APPROACHING
15:10:22,61A,6534,Less than 2 MIN
15:10:22,61D,6428,APPROACHING
15:23:22,61C,6447,Less than 2 MIN
15:23:42,61B,6233,APPROACHING
15:24:53,67,6259,APPROACHING
15:28:35,61A,6356,APPROACHING
15:32:58,61D,6442,APPROACHING
15:37:51,61B,6234,APPROACHING
15:47:57,61A,6435,Less than 2 MIN
15:48:28,61C,6250,APPROACHING
15:51:50,61D,6535,APPROACHING
15:58:24,61B,6532,APPROACHING
16:06:20,61C,6343,APPROACHING
16:09:22,61A,6533,APPROACHING
16:16:07,61D,6347,APPROACHING
16:19:20,61B,6239,APPROACHING
16:21:51,67,6367,Less than 2 MIN
16:24:43,61C,6253,APPROACHING
16:30:08,61A,6432,APPROACHING
16:32:39,61D,6430,APPROACHING
16:43:37,61C,6351,APPROACHING
16:43:37,61B,6439,Less than 2 MIN
16:46:49,61A,6128,APPROACHING
16:52:54,61D,6241,APPROACHING
17:06:55,61B,6539,Less than 2 MIN
17:07:15,61C,6135,APPROACHING
17:11:28,61D,6126,APPROACHING
17:11:48,61A,6530,APPROACHING
17:15:21,67,5623,APPROACHING
17:16:52,61B,6352,APPROACHING
17:23:26,61C,6353,APPROACHING
17:28:19,61A,6445,Less than 2 MIN
17:30:20,61D,6116,APPROACHING
17:40:46,61B,6438,APPROACHING
17:41:17,61C,6444,APPROACHING
17:48:31,61A,6237,APPROACHING
17:52:03,61D,6437,APPROACHING
18:01:09,61B,6119,APPROACHING
18:03:10,61C,6035,APPROACHING
18:08:13,61A,6234,APPROACHING
18:15:18,61D,6347,APPROACHING
18:18:20,61B,6239,APPROACHING
18:22:53,67,6544,Less than 2 MIN
18:25:14,61C,6250,APPROACHING
18:31:29,61A,6435,Less than 2 MIN
18:33:40,61D,6114,APPROACHING
18:42:15,61B,6439,APPROACHING
18:44:57,61C,6343,Less than 2 MIN
18:47:59,61A,6338,APPROACHING
18:53:42,61D,6241,APPROACHING
19:01:37,61B,6128,APPROACHING
19:01:47,61C,6356,APPROACHING
19:10:22,61A,6432,APPROACHING
19:15:17,61D,6126,Less than 2 MIN
19:15:57,67,5671,APPROACHING
19:17:58,61B,6352,APPROACHING
19:30:15,61C,6135,APPROACHING
19:32:57,61A,6524,APPROACHING
19:40:41,61D,6436,APPROACHING
19:50:47,61B,6246,APPROACHING
20:05:46,61A,6438,APPROACHING
20:10:49,61D,6357,APPROACHING
20:18:03,61B,6351,APPROACHING
20:18:43,67,6452,APPROACHING
20:27:08,61C,6035,APPROACHING
20:32:51,61A,6527,APPROACHING
20:40:36,61D,6442,APPROACHING
20:48:10,61B,6336,APPROACHING
20:54:04,61C,6535,APPROACHING
21:02:49,61A,6338,APPROACHING
21:11:25,61D,6119,APPROACHING
21:14:57,61B,6539,APPROACHING
21:18:08,67,6544,APPROACHING
21:24:02,61C,6356,APPROACHING
21:32:16,61A,6116,APPROACHING
21:40:30,61D,6525,APPROACHING
21:46:24,61B,6524,APPROACHING
21:55:29,61C,6444,APPROACHING
22:04:40,61A,6246,APPROACHING
22:08:56,61D,6357,APPROACHING
22:16:28,61B,6034,APPROACHING
22:17:18,67,6270,APPROACHING
22:31:51,61A,6351,APPROACHING
22:40:31,61D,6442,APPROACHING
22:45:58,61B,6344,APPROACHING
22:53:53,61C,6432,APPROACHING
23:04:30,61A,6527,APPROACHING
23:07:32,61D,6119,APPROACHING
23:15:00,61B,6446,APPROACHING
23:25:27,61C,6535,APPROACHING
23:33:42,61A,6539,APPROACHING
23:38:56,61D,6035,APPROACHING
23:49:22,61B,6534,APPROACHING
23:56:07,61C,6448,APPROACHING
00:03:01,61A,6116,APPROACHING
00:06:03,61D,6345,APPROACHING
00:14:09,61B,6239,APPROACHING
00:25:25,61C,6118,APPROACHING
00:28:36,61A,6034,APPROACHING
00:36:11,61D,6537,APPROACHING
00:44:56,61B,6344,APPROACHING
00:55:22,61C,6432,APPROACHING
01:04:17,61D,6446,APPROACHING
01:12:42,61B,6350,APPROACHING
01:31:22,61D,6035,APPROACHING
01:44:09,61B,6534,APPROACHING
02:01:19,61D,6435,APPROACHING
02:13:36,61B,6438,APPROACHING
02:32:56,61D,6537,APPROACHING
