05:23:35,61C,6353,APPROACHING
05:36:58,61B,6247,APPROACHING
05:55:21,61C,6043,APPROACHING
06:07:53,61B,6113,APPROACHING
06:21:35,61C,6348,APPROACHING
06:33:06,61A,6041,APPROACHING
06:48:12,61B,6243,APPROACHING
07:03:24,61A,6233,APPROACHING
07:21:19,61B,6122,APPROACHING
07:27:10,67,6141,APPROACHING
07:27:10,61C,6353,Less than 2 MIN
07:36:01,61A,6247,APPROACHING
07:40:12,61D,6033,APPROACHING
07:46:03,61B,6117,APPROACHING
07:58:25,61C,6043,APPROACHING
08:00:06,61A,6113,APPROACHING
08:11:58,61D,6338,APPROACHING
08:15:18,67,6360,APPROACHING
08:19:19,61B,6135,APPROACHING
08:21:29,61C,6348,APPROACHING
08:33:21,61A,6250,APPROACHING
08:49:05,61B,6041,APPROACHING
09:07:19,61A,6243,APPROACHING
09:11:40,61D,5926,APPROACHING
09:17:21,67,6141,APPROACHING
09:19:01,61B,6233,APPROACHING
09:26:52,61C,3251,APPROACHING
09:35:04,61A,6122,APPROACHING
09:41:45,61D,6033,APPROACHING
09:46:06,61B,6117,APPROACHING
10:00:39,61C,3206,APPROACHING
10:08:21,61A,6034,APPROACHING
10:13:03,61D,6345,APPROACHING
10:20:34,67,6360,Less than 2 MIN
10:23:05,61B,6135,APPROACHING
10:29:36,61C,6112,APPROACHING
10:33:37,61A,5618,APPROACHING
10:42:38,61D,5923,APPROACHING
10:49:00,61B,6250,APPROACHING
10:59:51,61C,3312,APPROACHING
11:12:24,61A,6238,APPROACHING
11:14:54,67,6151,APPROACHING
11:22:45,61D,6245,Less than 2 MIN
11:23:15,61B,6121,APPROACHING
11:30:38,61C,6334,APPROACHING
11:35:59,61A,6037,APPROACHING
11:41:20,61D,6348,APPROACHING
11:50:32,61B,6111,APPROACHING
12:00:24,61C,3251,APPROACHING
12:16:58,67,6052,APPROACHING
12:22:59,61B,6034,Less than 2 MIN
12:22:59,61A,5644,APPROACHING
12:39:52,61D,5926,Less than 2 MIN
12:40:02,61C,3206,APPROACHING
12:42:12,61B,6338,Less than 2 MIN
12:42:32,61A,6132,APPROACHING
12:48:53,61C,6234,APPROACHING
12:59:55,61A,6246,Less than 2 MIN
13:00:45,61D,6244,APPROACHING
13:05:26,61B,6117,Less than 2 MIN
13:05:46,61C,6112,APPROACHING
