05:27:28,61C,6352,APPROACHING
05:39:49,61B,6130,APPROACHING
05:54:31,61C,3251,APPROACHING
05:56:22,69,6271,APPROACHING
06:04:53,61A,6335,APPROACHING
06:16:24,61D,6344,Less than 2 MIN
06:16:44,61B,6039,APPROACHING
06:19:45,67,5720,APPROACHING
06:25:45,61C,5927,APPROACHING
06:32:37,61A,6127,APPROACHING
06:36:47,69,6057,APPROACHING
06:39:38,61D,3248,APPROACHING
06:52:49,61B,3255,APPROACHING
07:00:01,61C,3312,APPROACHING
07:06:21,67,6060,Less than 2 MIN
07:08:22,61A,3206,APPROACHING
07:17:54,61D,6345,Less than 2 MIN
07:18:34,69,6258,APPROACHING
07:21:34,61B,3310,APPROACHING
07:23:04,61C,5820,APPROACHING
07:28:25,61A,3207,APPROACHING
07:34:36,61D,3246,APPROACHING
07:38:37,61B,6122,APPROACHING
07:39:47,67,6360,APPROACHING
07:43:07,61C,3201,APPROACHING
07:45:48,61A,6246,Less than 2 MIN
07:47:28,61D,6043,APPROACHING
07:56:09,61C,6352,Less than 2 MIN
07:56:30,61B,6351,APPROACHING
07:58:40,61A,6130,APPROACHING
08:06:31,61B,5614,APPROACHING
08:08:02,67,6143,APPROACHING
08:21:34,61D,3308,APPROACHING
08:21:34,61A,5565,Less than 2 MIN
08:23:24,61D,6116,APPROACHING
08:25:54,61C,5616,APPROACHING
08:27:55,61C,3251,APPROACHING
08:28:05,61B,6335,Less than 2 MIN
08:30:45,69,5944,APPROACHING
08:39:47,61A,6342,APPROACHING
08:43:07,67,5672,APPROACHING
08:43:27,61D,5932,APPROACHING
08:47:38,61B,5618,Less than 2 MIN
08:47:38,61C,3253,APPROACHING
08:56:19,69,5623,APPROACHING
08:59:30,61D,3248,APPROACHING
09:00:00,61A,6039,APPROACHING
09:08:51,61B,6127,Less than 2 MIN
09:09:01,61C,5927,Less than 2 MIN
09:09:21,61A,3305,APPROACHING
09:11:01,61D,6121,Less than 2 MIN
09:13:42,67,5585,APPROACHING
09:17:33,61C,5646,APPROACHING
09:17:53,61B,6236,APPROACHING
09:24:25,61D,6035,Less than 2 MIN
09:25:46,61A,3255,APPROACHING
09:34:48,61C,3312,Less than 2 MIN
09:35:08,61B,3206,APPROACHING
09:40:19,61A,5562,APPROACHING
09:40:29,61B,5615,APPROACHING
09:42:30,61D,3242,APPROACHING
09:44:40,61C,3200,APPROACHING
09:53:01,61D,3246,Less than 2 MIN
09:55:22,61B,3207,APPROACHING
09:57:32,61A,3310,APPROACHING
09:59:12,61C,3315,APPROACHING
10:00:02,67,5940,APPROACHING
10:01:23,61A,6122,APPROACHING
10:06:03,61B,6246,Less than 2 MIN
10:08:44,61D,3204,APPROACHING
10:18:35,61C,3201,APPROACHING
10:19:05,61A,6351,APPROACHING
10:22:35,61D,6252,Less than 2 MIN
10:23:46,61B,5614,APPROACHING
10:29:36,69,6160,APPROACHING
10:37:58,61C,3306,Less than 2 MIN
10:40:08,61A,5656,Less than 2 MIN
10:41:38,61D,3256,APPROACHING
10:43:49,61B,5565,APPROACHING
10:50:20,61C,6135,APPROACHING
11:04:32,67,6057,Less than 2 MIN
11:05:12,61A,5618,Less than 2 MIN
11:06:52,61D,3313,APPROACHING
11:15:14,61B,6342,APPROACHING
11:23:38,61A,6244,Less than 2 MIN
11:23:48,61D,3251,APPROACHING
11:25:28,61C,3253,APPROACHING
11:25:28,61B,6236,Less than 2 MIN
11:26:38,69,5944,APPROACHING
11:38:50,61C,5660,Less than 2 MIN
11:39:40,61A,3305,APPROACHING
11:40:50,61D,3317,APPROACHING
11:47:11,61B,5562,APPROACHING
11:49:52,67,6273,Less than 2 MIN
11:51:32,61A,5615,APPROACHING
11:59:53,61D,3254,APPROACHING
12:00:43,61C,6352,APPROACHING
12:22:28,61C,3202,APPROACHING
12:23:38,61B,5540,APPROACHING
12:23:48,69,5623,APPROACHING
12:25:08,61A,6130,APPROACHING
12:25:08,61D,6240,Less than 2 MIN
12:33:49,61B,6334,Less than 2 MIN
12:35:30,61C,6121,APPROACHING
12:37:51,61A,6242,APPROACHING
12:45:02,61D,3256,APPROACHING
12:50:53,61B,6429,APPROACHING
12:54:54,61C,3205,APPROACHING
12:55:04,67,6048,11 MIN
12:59:05,61A,6432,Less than 2 MIN
13:01:25,61D,3313,APPROACHING
13:05:07,61B,5542,APPROACHING
13:06:57,61C,6131,APPROACHING
13:11:29,69,6151,Less than 2 MIN
13:14:19,61A,5656,APPROACHING
13:25:21,61B,6428,APPROACHING
13:31:33,61D,3251,APPROACHING
13:37:34,61C,3206,APPROACHING
13:39:34,61A,6111,APPROACHING
13:43:45,61D,3317,APPROACHING
